rgn_id,year,trend
1,2012,0.014
1,2013,-0.0225
1,2014,0.0078
1,2015,0.0062
1,2016,0.0276
2,2012,0.014
2,2013,-0.0225
2,2014,0.0078
2,2015,0.0062
2,2016,0.0276
3,2012,0.014
3,2013,-0.0225
3,2014,0.0078
3,2015,0.0062
3,2016,0.0276
4,2012,0.014
4,2013,-0.0225
4,2014,0.0078
4,2015,0.0062
4,2016,0.0276
5,2012,0.014
5,2013,-0.0225
5,2014,0.0078
5,2015,0.0062
5,2016,0.0276
6,2012,0.014
6,2013,-0.0225
6,2014,0.0078
6,2015,0.0062
6,2016,0.0276
7,2012,0.014
7,2013,-0.0225
7,2014,0.0078
7,2015,0.0062
7,2016,0.0276
8,2012,0.014
8,2013,-0.0225
8,2014,0.0078
8,2015,0.0062
8,2016,0.0276
